Code,Family,Species,Sex,Location,Total_body_length,Prosoma_length,Prosoma_width,Prosoma_height,Tibia_I_length,Fang_length
PP4PD,Linyphidae,Theonina_cornix,female,Iberian Pen.,1.330,0.590,0.520,0.250,_,0.140
PA2B1N1,Theridiidae,Theridion_harmsi,male,Iberian Pen.,2.860,1.300,1.070,_,_,_
PC1A2N2,Theridiidae,Theridion_harmsi,male,Iberian Pen.,2.120,1.040,0.890,_,_,_
PO2S1D1,Theridiidae,Theridion_harmsi,male,Iberian Pen.,2.000,0.920,0.850,_,_,_
PP4B1D1,Theridiidae,Theridion_harmsi,male,Iberian Pen.,2.450,1.070,0.940,_,_,_
PS2S1N1,Theridiidae,Theridion_harmsi,male,Iberian Pen.,2.180,1.000,0.850,0.360,1.510,0.180
PA2S1N1,Theridiidae,Theridion_harmsi,female,Iberian Pen.,2.520,1.060,0.970,_,_,_
PC1A2N1,Theridiidae,Theridion_harmsi,female,Iberian Pen.,2.850,1.080,0.890,_,_,_
PM2S1N1,Theridiidae,Theridion_harmsi,female,Iberian Pen.,2.520,1.100,1.010,_,_,_
PO1A1N1,Theridiidae,Theridion_harmsi,female,Iberian Pen.,2.290,0.930,0.840,_,_,_
PP2A2N1,Theridiidae,Theridion_harmsi,female,Iberian Pen.,2.290,1.000,0.910,0.320,1.190,0.160
4203,Theridiidae,Theridion_melanurum,male,Canary Is.,3.182,1.318,1.091,0.364,2.273,0.333
4203,Theridiidae,Theridion_melanurum,male,Canary Is.,3.318,1.364,1.227,0.318,2.500,0.348
4203,Theridiidae,Theridion_melanurum,male,Canary Is.,2.091,0.955,0.864,0.273,1.773,0.152
4233,Theridiidae,Theridion_melanurum,male,Canary Is.,3.091,1.318,1.136,0.364,2.182,0.288
2565,Theridiidae,Theridion_melanurum,male,Canary Is.,3.364,1.318,1.182,0.318,_,0.364
2567,Theridiidae,Theridion_melanurum,female,Canary Is.,2.636,0.864,0.909,0.273,_,0.167
11769,Theridiidae,Theridion_melanurum,female,Canary Is.,2.260,_,_,_,_,_
5651,Theridiidae,Theridion_melanurum,female,Canary Is.,2.070,1.430,1.210,0.360,1.500,0.080
5762,Theridiidae,Theridion_melanurum,female,Canary Is.,2.190,_,_,_,_,_
5762,Theridiidae,Theridion_melanurum,female,Canary Is.,2.070,_,_,_,_,_
S04,Theridiidae,Theridion_musivivum,female,Madeira,3.000,1.111,1.037,0.259,1.556,0.121
PA1S1N1,Theridiidae,Theridion_mystaceum,male,Iberian Pen.,2.280,1.070,0.890,0.320,1.240,0.230
PA1S1N2,Theridiidae,Theridion_mystaceum,male,Iberian Pen.,2.450,1.120,0.950,_,_,_
PO1B1D1,Theridiidae,Theridion_mystaceum,male,Iberian Pen.,2.240,1.070,0.930,_,_,_
PO1B1N1,Theridiidae,Theridion_mystaceum,male,Iberian Pen.,2.180,1.040,0.910,_,_,_
PP1B1N2,Theridiidae,Theridion_mystaceum,male,Iberian Pen.,2.340,1.050,0.920,_,_,_
PA1A2N2,Theridiidae,Theridion_mystaceum,female,Iberian Pen.,3.080,1.090,1.080,_,_,_
PA1A2N2,Theridiidae,Theridion_mystaceum,female,Iberian Pen.,2.990,1.080,1.100,_,_,_
PO1A2N2,Theridiidae,Theridion_mystaceum,female,Iberian Pen.,2.330,1.040,0.920,0.390,1.160,0.140
PO1A2N2,Theridiidae,Theridion_mystaceum,female,Iberian Pen.,2.350,1.040,0.960,_,_,_
PP1B1N1,Theridiidae,Theridion_mystaceum,female,Iberian Pen.,2.050,0.900,0.840,_,_,_
S01,Theridiidae,Theridion_nsp89,male,Madeira,1.778,_,_,_,_,_
S02,Theridiidae,Theridion_nsp89,male,Madeira,1.593,0.741,0.704,0.185,0.926,0.091
S02,Theridiidae,Theridion_nsp89,male,Madeira,1.259,_,_,_,_,_
S02,Theridiidae,Theridion_nsp89,male,Madeira,1.630,_,_,_,_,_
S01,Theridiidae,Theridion_nsp89,female,Madeira,2.074,_,_,_,_,_
S02,Theridiidae,Theridion_nsp89,female,Madeira,1.778,0.667,0.704,0.148,0.667,0.076
S02,Theridiidae,Theridion_nsp89,female,Madeira,1.889,_,_,_,_,_
S04,Theridiidae,Theridion_nsp89,female,Madeira,2.296,_,_,_,_,_
S04,Theridiidae,Theridion_nsp89,female,Madeira,1.667,_,_,_,_,_
PO2A1N1,Theridiidae,Theridion_pinastri,male,Iberian Pen.,2.490,1.120,1.030,0.260,_,0.260
PO2A2N2,Theridiidae,Theridion_pinastri,male,Iberian Pen.,2.710,1.140,1.000,_,_,_
PO2A2N1,Theridiidae,Theridion_Theridiidae15,male,Iberian Pen.,2.190,1.000,0.890,0.340,1.920,0.180
PA1A1N1,Theridiidae,Theridion_Theridiidae6,male,Iberian Pen.,1.990,0.890,0.850,_,_,_
PA1A1N2,Theridiidae,Theridion_Theridiidae6,male,Iberian Pen.,2.280,1.010,0.930,_,1.290,_
PA1A2N1,Theridiidae,Theridion_Theridiidae6,male,Iberian Pen.,2.190,1.000,0.930,_,_,_
PA1A2N2,Theridiidae,Theridion_Theridiidae6,male,Iberian Pen.,_,0.990,0.920,_,_,_
PA1B2D1,Theridiidae,Theridion_Theridiidae6,male,Iberian Pen.,2.250,0.990,0.890,_,_,_
PA1A1N2,Theridiidae,Theridion_Theridiidae6,female,Iberian Pen.,2.490,1.050,0.950,_,_,_
PA1A2N1,Theridiidae,Theridion_Theridiidae6,female,Iberian Pen.,2.120,1.000,0.910,_,_,_
PA1A2N2,Theridiidae,Theridion_Theridiidae6,female,Iberian Pen.,2.680,1.010,0.930,_,_,_
PA1B2D1,Theridiidae,Theridion_Theridiidae6,female,Iberian Pen.,2.180,0.930,0.840,_,1.010,_
PA1S1N2,Theridiidae,Theridion_Theridiidae6,female,Iberian Pen.,2.420,0.960,0.900,_,_,_
PA2B2D1,Theridiidae,Theridion_varians,male,Iberian Pen.,2.230,0.960,0.860,_,_,_
PA2S1N1,Theridiidae,Theridion_varians,male,Iberian Pen.,2.450,1.110,0.960,_,_,_
PO1A1N2,Theridiidae,Theridion_varians,male,Iberian Pen.,2.290,1.050,0.910,_,_,_
PO1B1D1,Theridiidae,Theridion_varians,male,Iberian Pen.,2.380,1.050,0.940,0.260,1.890,0.160
PP2A1N2,Theridiidae,Theridion_varians,male,Iberian Pen.,2.510,1.100,0.990,_,_,_
PA1S2D1,Theridiidae,Theridion_varians,female,Iberian Pen.,2.310,1.000,0.900,0.210,1.530,0.160
PA2S2D1,Theridiidae,Theridion_varians,female,Iberian Pen.,2.920,1.050,0.970,_,_,_
PP1B1N1,Theridiidae,Theridion_varians,female,Iberian Pen.,2.690,1.010,0.950,_,_,_
PP2A1N1,Theridiidae,Theridion_varians,female,Iberian Pen.,2.420,1.040,0.930,_,_,_
PP4B2D1,Theridiidae,Theridion_varians,female,Iberian Pen.,2.590,0.990,0.890,_,_,_
PC4S1N1,Thomisidae,Thomisus_onustus,male,Iberian Pen.,3.230,1.630,1.660,0.690,1.910,0.230
PS2S1N1,Thomisidae,Thomisus_onustus,male,Iberian Pen.,2.820,1.430,1.410,_,_,_
PC4S1D1,Philodromidae,Tibellus_oblongus,male,Iberian Pen.,5.160,_,_,_,_,_
PC4S1N2,Philodromidae,Tibellus_oblongus,male,Iberian Pen.,7.520,_,_,_,_,_
PP2S1N2,Philodromidae,Tibellus_oblongus,male,Iberian Pen.,5.940,2.750,2.330,1.440,2.310,0.270
PC4A1N1,Philodromidae,Tibellus_oblongus,female,Iberian Pen.,7.080,_,_,_,_,_
PC4S1D1,Philodromidae,Tibellus_oblongus,female,Iberian Pen.,9.100,_,_,_,_,_
PC4S1N1,Philodromidae,Tibellus_oblongus,female,Iberian Pen.,9.930,_,_,_,_,_
PC4S2D1,Philodromidae,Tibellus_oblongus,female,Iberian Pen.,6.960,_,_,_,_,_
PP4B1N1,Philodromidae,Tibellus_oblongus,female,Iberian Pen.,8.750,3.000,2.280,1.640,2.450,0.330
PO1PE,Linyphidae,Tiso_vagans,male,Iberian Pen.,1.720,0.850,0.690,_,_,_
PP2PD,Linyphidae,Tiso_vagans,male,Iberian Pen.,1.650,0.800,0.590,_,_,_
PP2PH,Linyphidae,Tiso_vagans,male,Iberian Pen.,1.520,0.830,0.650,_,_,_
PP3PD,Linyphidae,Tiso_vagans,male,Iberian Pen.,_,0.650,0.510,_,_,_
PP3PF,Linyphidae,Tiso_vagans,male,Iberian Pen.,1.670,0.810,0.650,0.300,0.470,0.160
PP4PF,Linyphidae,Tiso_vagans,female,Iberian Pen.,_,0.760,0.550,0.330,_,0.180
PP4PK,Linyphidae,Tiso_vagans,female,Iberian Pen.,1.970,0.780,0.600,_,_,_
PS2PA,Titanoecidae,Titanoeca_schineri,male,Iberian Pen.,6.510,3.140,2.570,_,_,_
PO2B1N2,Thomisidae,Tmarus_punctatissimus,male,Iberian Pen.,4.170,1.700,1.620,_,_,_
PO2S1N2,Thomisidae,Tmarus_punctatissimus,male,Iberian Pen.,3.830,1.620,1.580,0.590,1.850,0.170
PO2S2D1,Thomisidae,Tmarus_punctatissimus,male,Iberian Pen.,3.600,1.550,1.480,_,_,_
PO2S2D1,Thomisidae,Tmarus_punctatissimus,male,Iberian Pen.,3.760,1.490,1.590,_,_,_
PO2A1N1,Thomisidae,Tmarus_punctatissimus,female,Iberian Pen.,6.190,2.060,1.950,0.850,1.760,0.220
PC3A1N1,Thomisidae,Tmarus_staintoni,male,Iberian Pen.,4.450,1.810,1.690,0.750,2.570,0.210
PC3S1D1,Thomisidae,Tmarus_staintoni,male,Iberian Pen.,4.760,1.950,1.860,_,_,_
PM2B1N1,Thomisidae,Tmarus_staintoni,male,Iberian Pen.,6.640,1.940,1.860,_,_,_
PO2A1N1,Thomisidae,Tmarus_staintoni,male,Iberian Pen.,4.740,1.660,1.680,_,_,_
PO2A1N1,Thomisidae,Tmarus_staintoni,male,Iberian Pen.,4.510,1.830,1.740,_,_,_
PC3B1N1,Thomisidae,Tmarus_staintoni,female,Iberian Pen.,7.250,2.200,2.130,0.720,2.090,0.250
PC3S2D1,Thomisidae,Tmarus_staintoni,female,Iberian Pen.,6.510,2.380,2.070,_,_,_
PM1S1D1,Thomisidae,Tmarus_staintoni,female,Iberian Pen.,5.940,2.220,2.140,_,_,_
PM2B1N2,Thomisidae,Tmarus_staintoni,female,Iberian Pen.,3.900,1.480,1.290,_,_,_
PM2B2D1,Thomisidae,Tmarus_staintoni,female,Iberian Pen.,6.310,2.420,2.160,_,_,_
PO2B1N2,Thomisidae,Tmarus_stellio,male,Iberian Pen.,4.000,1.740,1.760,_,_,_
PO2B2D1,Thomisidae,Tmarus_stellio,male,Iberian Pen.,3.890,1.740,1.720,_,_,_
PP2B1N2,Thomisidae,Tmarus_stellio,male,Iberian Pen.,4.190,1.780,1.800,0.670,2.250,0.220
PO2A1N1,Thomisidae,Tmarus_stellio,female,Iberian Pen.,4.830,2.010,1.950,_,_,_
PO2B1N2,Thomisidae,Tmarus_stellio,female,Iberian Pen.,5.480,2.130,2.060,_,_,_
PP2B1D1,Thomisidae,Tmarus_stellio,female,Iberian Pen.,4.190,1.660,1.660,0.640,1.500,0.210
PP2B2D1,Thomisidae,Tmarus_stellio,female,Iberian Pen.,5.050,1.960,1.990,_,_,_
PP2S1N1,Thomisidae,Tmarus_stellio,female,Iberian Pen.,3.820,1.670,1.590,_,_,_
PC1PB,Lycosidae,Trabea_cazorla,male,Iberian Pen.,4.480,_,_,_,_,_
PC1PJ,Lycosidae,Trabea_cazorla,male,Iberian Pen.,4.720,2.750,1.950,1.530,1.680,0.410
PO2PG,Lycosidae,Trabea_cazorla,male,Iberian Pen.,4.120,_,_,_,_,_
PS1PJ,Lycosidae,Trabea_cazorla,male,Iberian Pen.,4.960,_,_,_,_,_
PC4PE,Lycosidae,Trabea_cazorla,male,Iberian Pen.,4.920,_,_,_,_,_
PC4PA,Lycosidae,Trabea_cazorla,female,Iberian Pen.,5.960,3.220,2.180,1.830,2.050,0.530
PO2PI,Lycosidae,Trabea_cazorla,female,Iberian Pen.,5.280,_,_,_,_,_
PC3PL,Gnaphosidae,Trachyzelotes_mutabilis,male,Iberian Pen.,4.350,_,_,_,_,_
PM1PF,Gnaphosidae,Trachyzelotes_mutabilis,male,Iberian Pen.,4.500,2.100,1.620,1.050,0.970,0.300
PS1PH,Gnaphosidae,Trachyzelotes_mutabilis,male,Iberian Pen.,4.950,_,_,_,_,_
PS1PE,Gnaphosidae,Trachyzelotes_mutabilis,male,Iberian Pen.,4.950,_,_,_,_,_
PP4PA,Gnaphosidae,Trachyzelotes_pedestris,male,Iberian Pen.,6.240,_,_,_,_,_
PP4PA,Gnaphosidae,Trachyzelotes_pedestris,male,Iberian Pen.,6.720,_,_,_,_,_
PP2PC,Gnaphosidae,Trachyzelotes_pedestris,male,Iberian Pen.,6.560,2.860,2.410,1.580,1.300,0.420
PP2PC,Gnaphosidae,Trachyzelotes_pedestris,male,Iberian Pen.,6.080,_,_,_,_,_
PO1B1D1,Linyphidae,Trichoncus_affinis,male,Iberian Pen.,1.780,0.810,0.680,0.220,0.550,0.100
PO1PA,Linyphidae,Trichoncus_affinis,male,Iberian Pen.,1.890,0.830,0.590,_,_,_
PO1PA,Linyphidae,Trichoncus_affinis,male,Iberian Pen.,1.830,0.780,0.650,_,_,_
PO1PA,Linyphidae,Trichoncus_affinis,male,Iberian Pen.,1.880,0.820,0.670,_,_,_
PO1PD,Linyphidae,Trichoncus_affinis,male,Iberian Pen.,1.820,0.810,0.660,_,_,_
PC1PC,Lycosidae,Trochosa_robusta,male,Iberian Pen.,13.200,_,_,_,_,_
PC1PC,Lycosidae,Trochosa_robusta,male,Iberian Pen.,7.600,_,_,_,_,_
PC4PA,Lycosidae,Trochosa_robusta,male,Iberian Pen.,8.700,4.250,3.480,2.500,2.630,0.910
PC1PC,Lycosidae,Trochosa_robusta,female,Iberian Pen.,8.700,4.900,3.520,2.630,2.660,0.920
PO1PD,Lycosidae,Trochosa_terricola,male,Iberian Pen.,7.000,_,_,_,_,_
PP2PG,Lycosidae,Trochosa_terricola,male,Iberian Pen.,7.080,3.880,2.860,2.130,1.670,0.680
PP2PJ,Lycosidae,Trochosa_terricola,male,Iberian Pen.,6.480,_,_,_,_,_
PP4PE,Lycosidae,Trochosa_terricola,male,Iberian Pen.,7.280,_,_,_,_,_
PO2PE,Lycosidae,Trochosa_terricola,male,Iberian Pen.,7.160,_,_,_,_,_
PP2PD,Lycosidae,Trochosa_terricola,female,Iberian Pen.,9.800,_,_,_,_,_
PP2PF,Lycosidae,Trochosa_terricola,female,Iberian Pen.,10.270,4.700,3.360,3.040,2.180,1.000
PP2PH,Lycosidae,Trochosa_terricola,female,Iberian Pen.,_,_,_,_,_,_
PP2PJ,Lycosidae,Trochosa_terricola,female,Iberian Pen.,8.870,_,_,_,_,_
PP4PI,Lycosidae,Trochosa_terricola,female,Iberian Pen.,11.070,_,_,_,_,_
S02,Mysmenidae,Trogloneta_madeirensis,male,Madeira,1.136,_,_,_,_,_
S02,Mysmenidae,Trogloneta_madeirensis,male,Madeira,1.159,0.523,0.386,0.159,0.295,0.061
S03,Mysmenidae,Trogloneta_madeirensis,male,Madeira,1.341,_,_,_,_,_
S02,Mysmenidae,Trogloneta_madeirensis,female,Madeira,1.545,_,_,_,_,_
S02,Mysmenidae,Trogloneta_madeirensis,female,Madeira,1.318,0.500,0.455,0.136,0.364,0.076
S02,Mysmenidae,Trogloneta_madeirensis,female,Madeira,1.341,_,_,_,_,_
S02,Mysmenidae,Trogloneta_madeirensis,female,Madeira,1.250,_,_,_,_,_
S02,Mysmenidae,Trogloneta_madeirensis,female,Madeira,1.227,_,_,_,_,_
05S,Linyphiidae,Turinyphia_maderiana,male,Madeira,1.667,0.741,0.593,0.148,2.148,0.167
05S,Linyphiidae,Turinyphia_maderiana,male,Madeira,1.778,_,_,_,_,_
08S,Linyphiidae,Turinyphia_maderiana,male,Madeira,1.593,_,_,_,_,_
20S,Linyphiidae,Turinyphia_maderiana,male,Madeira,1.852,_,_,_,_,_
48S,Linyphiidae,Turinyphia_maderiana,male,Madeira,1.593,_,_,_,_,_
11S,Linyphiidae,Turinyphia_maderiana,female,Madeira,1.963,0.926,0.667,0.148,1.704,0.182
50S,Linyphiidae,Turinyphia_maderiana,female,Madeira,1.556,_,_,_,_,_
PM1PE,Linyphidae,Typhochrestus_bogarti,male,Iberian Pen.,_,0.670,0.500,0.300,_,0.150
PC1PB,Linyphidae,Typhochrestus_bogarti,female,Iberian Pen.,1.530,0.620,0.440,_,_,_
PC1PC,Linyphidae,Typhochrestus_bogarti,female,Iberian Pen.,1.490,0.620,0.450,0.270,0.390,0.150
PC1PK,Linyphidae,Typhochrestus_bogarti,female,Iberian Pen.,1.620,0.670,0.500,_,_,_
PC2PJ,Linyphidae,Typhochrestus_bogarti,female,Iberian Pen.,1.610,0.710,0.500,_,_,_
PC2S2D1,Linyphidae,Typhochrestus_bogarti,female,Iberian Pen.,_,0.630,0.510,_,_,_
PC2A1N1,Uloboridae,Uloborus_walckenaerius,male,Iberian Pen.,3.720,1.440,1.100,_,_,_
PC3A2N1,Uloboridae,Uloborus_walckenaerius,male,Iberian Pen.,4.030,1.530,1.180,_,_,_
PC3A2N2,Uloboridae,Uloborus_walckenaerius,male,Iberian Pen.,4.300,1.700,1.330,0.590,2.410,0.140
PC3S1N2,Uloboridae,Uloborus_walckenaerius,male,Iberian Pen.,4.290,1.580,1.320,_,_,_
PS1B1N2,Uloboridae,Uloborus_walckenaerius,male,Iberian Pen.,4.310,1.630,1.270,_,_,_
PC3A1N2,Uloboridae,Uloborus_walckenaerius,female,Iberian Pen.,5.750,1.940,1.740,_,_,_
PC4S1D1,Uloboridae,Uloborus_walckenaerius,female,Iberian Pen.,6.330,2.090,1.650,0.860,2.490,0.290
PC4S2D1,Uloboridae,Uloborus_walckenaerius,female,Iberian Pen.,6.160,2.020,1.640,_,_,_
PC4S2D1,Uloboridae,Uloborus_walckenaerius,female,Iberian Pen.,6.470,1.920,1.670,_,_,_
PO2A2N1,Uloboridae,Uloborus_walckenaerius,female,Iberian Pen.,6.550,2.010,1.770,_,_,_
3535,Linyphiidae,Walckenaeria_alba,male,Canary Is.,2.500,1.000,0.727,0.185,0.864,0.205
3535,Linyphiidae,Walckenaeria_alba,male,Canary Is.,2.136,0.955,0.682,0.185,0.818,0.205
3544,Linyphiidae,Walckenaeria_alba,male,Canary Is.,2.318,0.909,0.636,0.222,0.818,0.205
3692,Linyphiidae,Walckenaeria_alba,male,Canary Is.,2.273,1.000,0.682,0.185,0.864,0.205
3692,Linyphiidae,Walckenaeria_alba,male,Canary Is.,2.045,0.909,0.727,0.185,0.818,0.205
2562,Linyphiidae,Walckenaeria_alba,female,Canary Is.,2.864,1.000,0.773,0.296,0.818,0.227
2562,Linyphiidae,Walckenaeria_alba,female,Canary Is.,2.682,1.136,0.818,0.296,0.864,0.250
2562,Linyphiidae,Walckenaeria_alba,female,Canary Is.,2.955,1.136,0.773,0.296,0.909,0.250
2935,Linyphiidae,Walckenaeria_alba,female,Canary Is.,2.455,1.091,0.727,0.259,0.818,0.227
3692,Linyphiidae,Walckenaeria_alba,female,Canary Is.,2.727,1.091,0.727,0.259,0.864,0.227
PP1PJ,Linyphidae,Walckenaeria_acuminata,female,Iberian Pen.,3.180,1.420,1.040,0.550,1.080,0.600
993,Linyphiidae,Walckenaeria_afur,male,Canary Is.,2.882,1.294,0.824,0.273,1.471,0.242
998,Linyphiidae,Walckenaeria_afur,male,Canary Is.,2.882,1.176,0.824,0.273,1.353,0.227
998,Linyphiidae,Walckenaeria_afur,male,Canary Is.,2.882,1.176,0.882,0.318,1.353,0.227
2385,Linyphiidae,Walckenaeria_afur,male,Canary Is.,2.444,1.148,0.852,0.235,0.963,0.212
2386,Linyphiidae,Walckenaeria_afur,male,Canary Is.,2.481,1.185,0.852,0.206,0.889,0.227
2378,Linyphiidae,Walckenaeria_afur,female,Canary Is.,4.185,1.741,1.296,0.294,1.704,0.273
2379,Linyphiidae,Walckenaeria_afur,female,Canary Is.,3.556,1.407,1.037,0.353,1.481,0.288
2380,Linyphiidae,Walckenaeria_afur,female,Canary Is.,3.074,1.148,0.889,0.265,1.074,0.212
2381,Linyphiidae,Walckenaeria_afur,female,Canary Is.,2.926,1.185,0.926,0.265,1.148,0.242
2382,Linyphiidae,Walckenaeria_afur,female,Canary Is.,3.370,1.185,0.926,0.235,1.074,0.227
PP2PL,Linyphidae,Walckenaeria_antica,male,Iberian Pen.,1.940,0.880,0.610,"0,410-0,270**",0.580,0.170
PO1PK,Linyphidae,Walckenaeria_corniculans,male,Iberian Pen.,_,1.100,0.790,0.390,0.870,0.210
PP2PI,Linyphidae,Walckenaeria_corniculans,female,Iberian Pen.,3.030,1.180,0.870,_,_,_
PP2PJ,Linyphidae,Walckenaeria_corniculans,female,Iberian Pen.,2.390,1.060,0.810,_,_,_
PP2PK,Linyphidae,Walckenaeria_corniculans,female,Iberian Pen.,2.790,1.070,0.830,_,_,_
PP3PF,Linyphidae,Walckenaeria_corniculans,female,Iberian Pen.,2.870,1.100,0.850,0.410,1.010,0.240
PS2PG,Linyphidae,Walckenaeria_corniculans,female,Iberian Pen.,2.400,1.060,0.810,_,_,_
PP1PH,Linyphidae,Walckenaeria_dalmasi,male,Iberian Pen.,"1,820-1,890**",0.860,0.630,0.450,0.530,0.150
PA2PA,Linyphidae,Walckenaeria_dalmasi,female,Iberian Pen.,2.000,0.810,0.560,_,_,_
PP1PG,Linyphidae,Walckenaeria_dalmasi,female,Iberian Pen.,2.110,0.820,0.570,_,_,_
PP1PH,Linyphidae,Walckenaeria_dalmasi,female,Iberian Pen.,1.900,"0,860-0,930**",0.600,_,_,_
PP1PJ,Linyphidae,Walckenaeria_dalmasi,female,Iberian Pen.,1.900,0.790,0.570,_,_,_
PP1PK,Linyphidae,Walckenaeria_dalmasi,female,Iberian Pen.,2.260,0.880,0.610,0.220,0.500,0.200
PP1PJ,Linyphidae,Walckenaeria_dysderoides,male,Iberian Pen.,1.670,0.790,0.580,_,_,_
PP1PJ,Linyphidae,Walckenaeria_dysderoides,male,Iberian Pen.,_,0.820,0.580,_,_,_
PP3PB,Linyphidae,Walckenaeria_dysderoides,male,Iberian Pen.,1.530,0.740,0.520,0.250,_,0.210
14676,Linyphiidae,Walckenaeria_gomerensis,male,Canary Is.,2.670,_,_,_,_,_
14677,Linyphiidae,Walckenaeria_gomerensis,male,Canary Is.,2.560,_,_,_,_,_
14693,Linyphiidae,Walckenaeria_gomerensis,male,Canary Is.,1.630,_,_,_,_,_
14693,Linyphiidae,Walckenaeria_gomerensis,male,Canary Is.,1.590,_,_,_,_,_
14696,Linyphiidae,Walckenaeria_gomerensis,male,Canary Is.,2.480,2.290,1.930,0.500,2.430,0.270
13251B,Linyphiidae,Walckenaeria_gomerensis,female,Canary Is.,3.410,_,_,_,_,_
14154A,Linyphiidae,Walckenaeria_gomerensis,female,Canary Is.,2.810,_,_,_,_,_
14355,Linyphiidae,Walckenaeria_gomerensis,female,Canary Is.,2.960,2.210,1.570,0.430,1.930,0.240
14721,Linyphiidae,Walckenaeria_gomerensis,female,Canary Is.,2.930,_,_,_,_,_
14733,Linyphiidae,Walckenaeria_gomerensis,female,Canary Is.,2.960,_,_,_,_,_
421,Linyphiidae,Walckenaeria_grandis,male,Azores,2.037,0.926,0.704,0.222,0.667,0.182
421,Linyphiidae,Walckenaeria_grandis,male,Azores,2.037,0.926,0.667,0.222,0.704,0.182
421,Linyphiidae,Walckenaeria_grandis,male,Azores,2.000,0.963,0.667,0.222,0.704,0.182
421,Linyphiidae,Walckenaeria_grandis,male,Azores,1.852,0.852,0.593,0.185,0.593,0.167
421,Linyphiidae,Walckenaeria_grandis,female,Azores,2.259,0.963,0.704,0.222,0.704,0.212
421,Linyphiidae,Walckenaeria_grandis,female,Azores,2.481,1.037,0.741,0.222,0.741,0.212
421,Linyphiidae,Walckenaeria_grandis,female,Azores,2.370,0.963,0.704,0.222,0.741,0.212
421,Linyphiidae,Walckenaeria_grandis,female,Azores,2.407,1.000,0.741,0.222,0.778,0.227
421,Linyphiidae,Walckenaeria_grandis,female,Azores,2.333,1.000,0.741,0.222,0.741,0.212
PS2PJ,Linyphidae,Walckenaeria_incisa,female,Iberian Pen.,2.860,1.130,0.890,0.440,1.400,0.260
PICO_1265_S1_,Linyphiidae,Walckenaeria_nsp.1265,male,Azores,1.563,0.750,0.540,0.240,0.540,0.133
PICO_1265_S2,Linyphiidae,Walckenaeria_nsp.1265,male,Azores,1.406,_,_,_,_,_
PP4PE,Linyphidae,Walckenaeria_unicornis,male,Iberian Pen.,_,0.850,0.650,_,_,_
PP4PG,Linyphidae,Walckenaeria_unicornis,male,Iberian Pen.,_,0.840,0.650,_,_,_
PP4PH,Linyphidae,Walckenaeria_unicornis,male,Iberian Pen.,2.040,0.870,0.670,0.330,_,0.150
PP4PL,Linyphidae,Walckenaeria_unicornis,male,Iberian Pen.,_,0.930,0.600,_,_,_
PP4B1N1,Linyphidae,Walckenaeria_unicornis,female,Iberian Pen.,2.260,0.940,0.700,_,_,_
PP4S2D1,Linyphidae,Walckenaeria_unicornis,female,Iberian Pen.,2.430,0.940,0.740,0.420,0.700,0.460
PA1G2N1,Lycosidae,Xerolycosa_nemoralis,male,Iberian Pen.,4.700,_,_,_,_,_
PA2PK,Lycosidae,Xerolycosa_nemoralis,male,Iberian Pen.,4.450,_,_,_,_,_
PA1PG,Lycosidae,Xerolycosa_nemoralis,male,Iberian Pen.,4.400,_,_,_,_,_
PA2PL,Lycosidae,Xerolycosa_nemoralis,male,Iberian Pen.,4.600,2.720,1.860,1.620,1.330,0.430
PA2PH,Lycosidae,Xerolycosa_nemoralis,male,Iberian Pen.,4.700,_,_,_,_,_
PA2S1D1,Lycosidae,Xerolycosa_nemoralis,female,Iberian Pen.,5.160,_,_,_,_,_
PA2PE,Lycosidae,Xerolycosa_nemoralis,female,Iberian Pen.,5.780,_,_,_,_,_
PA2PD,Lycosidae,Xerolycosa_nemoralis,female,Iberian Pen.,4.690,_,_,_,_,_
PA2PB,Lycosidae,Xerolycosa_nemoralis,female,Iberian Pen.,5.630,2.910,2.030,1.700,1.420,0.550
PA2A1N1,Lycosidae,Xerolycosa_nemoralis,female,Iberian Pen.,5.810,_,_,_,_,_
PA1PA,Thomisidae,Xysticus_audax,male,Iberian Pen.,4.420,2.370,2.240,_,_,_
PA1PB,Thomisidae,Xysticus_audax,male,Iberian Pen.,4.450,2.210,2.260,0.880,1.620,0.290
PA1PD,Thomisidae,Xysticus_audax,male,Iberian Pen.,5.110,2.460,2.380,_,_,_
PA2B1D1,Thomisidae,Xysticus_audax,male,Iberian Pen.,4.560,2.470,2.280,_,_,_
11512,Thomisidae,Xysticus_canariensis,female,Canary Is.,5.930,_,_,_,_,_
12498,Thomisidae,Xysticus_canariensis,female,Canary Is.,7.210,_,_,_,_,_
14639,Thomisidae,Xysticus_canariensis,female,Canary Is.,7.500,3.290,3.290,0.640,1.860,0.200
14664,Thomisidae,Xysticus_canariensis,female,Canary Is.,7.140,_,_,_,_,_
4895,Thomisidae,Xysticus_canariensis,female,Canary Is.,8.070,_,_,_,_,_
3,Thomisidae,Xysticus_cor,male,Azores,4.037,1.815,1.704,0.593,1.333,0.212
3,Thomisidae,Xysticus_cor,male,Azores,4.074,1.852,1.741,0.630,1.444,0.212
3,Thomisidae,Xysticus_cor,male,Azores,3.741,1.815,1.667,0.519,1.370,0.212
3,Thomisidae,Xysticus_cor,male,Azores,4.037,1.889,1.704,0.630,1.444,0.212
3,Thomisidae,Xysticus_cor,male,Azores,3.593,1.630,1.481,0.519,1.370,0.212
3,Thomisidae,Xysticus_cor,male,Azores,4.000,1.852,1.741,0.519,1.481,0.212
